DATE;AMOUNT;COUNT
07/03/2017;11024;61
08/03/2017;7872;50
09/03/2017;14528;89
10/03/2017;13024;76
11/03/2017;15040;91
12/03/2017;11976;80
13/03/2017;9000;58
14/03/2017;12584;73
15/03/2017;11592;66
16/03/2017;12208;65
17/03/2017;17496;83
18/03/2017;20056;104
19/03/2017;12360;74
20/03/2017;16472;100
21/03/2017;16728;83
22/03/2017;12000;60
23/03/2017;10464;63
24/03/2017;13608;74
25/03/2017;8352;43
26/03/2017;0;0
27/03/2017;19688;112
28/03/2017;11536;65
29/03/2017;15680;76
30/03/2017;16600;84
31/03/2017;17360;88
01/04/2017;12360;61
02/04/2017;16528;102
03/04/2017;14072;71
04/04/2017;20768;91
05/04/2017;19648;102
06/04/2017;14552;86
07/04/2017;13976;74
08/04/2017;17312;98
09/04/2017;11960;70
10/04/2017;13608;72
11/04/2017;14760;74
12/04/2017;11320;59
13/04/2017;9576;60
14/04/2017;12680;71
15/04/2017;16200;96
16/04/2017;11952;86
17/04/2017;10464;56
18/04/2017;18832;91
19/04/2017;21200;107
20/04/2017;14016;75
21/04/2017;15000;86
22/04/2017;19168;104
23/04/2017;15136;97
24/04/2017;14360;74
25/04/2017;16736;83
26/04/2017;16168;89
27/04/2017;15112;76
28/04/2017;18088;101
29/04/2017;31520;168
30/04/2017;15008;83
01/05/2017;24088;143
02/05/2017;25320;139
03/05/2017;17408;91
04/05/2017;21528;120
05/05/2017;16720;89
06/05/2017;25080;135
07/05/2017;12544;73
08/05/2017;14600;83
09/05/2017;9336;53
10/05/2017;16944;84
11/05/2017;16096;85
12/05/2017;13424;77
13/05/2017;1792;10
14/05/2017;15192;88
15/05/2017;13328;71
16/05/2017;13752;85
17/05/2017;11808;59
18/05/2017;16440;81
19/05/2017;17656;96
20/05/2017;23312;123
21/05/2017;15600;94
22/05/2017;23392;116
23/05/2017;17176;101
24/05/2017;17440;97
25/05/2017;19528;113
26/05/2017;24432;124
27/05/2017;26160;117
28/05/2017;12144;73
29/05/2017;15536;82
30/05/2017;17336;92
31/05/2017;21728;112
01/06/2017;16864;100
02/06/2017;13240;68
03/06/2017;21528;107
04/06/2017;15104;83
05/06/2017;19328;91
06/06/2017;14800;80
07/06/2017;14288;71
08/06/2017;14288;76
09/06/2017;14648;77
10/06/2017;14392;91
11/06/2017;10640;79
12/06/2017;14608;76
13/06/2017;16624;92
14/06/2017;15344;83
15/06/2017;18672;89
16/06/2017;23168;107
17/06/2017;29056;155
18/06/2017;16144;97
19/06/2017;22912;104
20/06/2017;18016;89
21/06/2017;18080;92
22/06/2017;29328;127
23/06/2017;22424;94
24/06/2017;20344;97
25/06/2017;7552;42
26/06/2017;10880;55
27/06/2017;17088;97
28/06/2017;21776;103
29/06/2017;16256;86
30/06/2017;15728;87
01/07/2017;26960;121
02/07/2017;17464;104
03/07/2017;20544;104
04/07/2017;19328;91
05/07/2017;15192;64
06/07/2017;17456;88
07/07/2017;14408;79
08/07/2017;30408;166
09/07/2017;19864;128
10/07/2017;16144;93
11/07/2017;14120;82
12/07/2017;16800;95
13/07/2017;14992;90
14/07/2017;14032;79
15/07/2017;19640;101
16/07/2017;14568;89
17/07/2017;22408;115
18/07/2017;23064;110
19/07/2017;23688;106
20/07/2017;24608;122
21/07/2017;17808;94
22/07/2017;20760;115
23/07/2017;16304;107
24/07/2017;20408;100
25/07/2017;22008;104
26/07/2017;23016;106
27/07/2017;22928;103
28/07/2017;23944;119
29/07/2017;30816;163
30/07/2017;11744;66
31/07/2017;23840;127
01/08/2017;23456;112
02/08/2017;22872;115
03/08/2017;20064;98
04/08/2017;18768;101
05/08/2017;21480;109
06/08/2017;18312;112
07/08/2017;25096;139
08/08/2017;21192;122
09/08/2017;19528;120
10/08/2017;22048;123
11/08/2017;17104;79
12/08/2017;18072;91
13/08/2017;14504;83
14/08/2017;20440;101
15/08/2017;15912;86
16/08/2017;14056;86
17/08/2017;11344;53
18/08/2017;27704;121
19/08/2017;23488;122
20/08/2017;15496;79
21/08/2017;31832;144
22/08/2017;19928;112
23/08/2017;34200;166
24/08/2017;30376;142
25/08/2017;26792;124
26/08/2017;30064;140
27/08/2017;16704;92
28/08/2017;32616;149
29/08/2017;24552;112
30/08/2017;33744;164
31/08/2017;27264;121
01/09/2017;4424;22
02/09/2017;6304;38
03/09/2017;10784;64
04/09/2017;24056;112
05/09/2017;16464;79
06/09/2017;10288;56
07/09/2017;21192;109
08/09/2017;22032;105
09/09/2017;21800;128
10/09/2017;24712;142
11/09/2017;20192;92
12/09/2017;17088;95
13/09/2017;24024;122
14/09/2017;13536;71
15/09/2017;20704;102
16/09/2017;26400;134
17/09/2017;16336;100
18/09/2017;20432;98
19/09/2017;23024;101
20/09/2017;20280;93
21/09/2017;7064;34
22/09/2017;16592;86
23/09/2017;16400;95
24/09/2017;15592;89
25/09/2017;16064;84
26/09/2017;24000;106
27/09/2017;23856;105
28/09/2017;11336;62
29/09/2017;24328;110
30/09/2017;31960;169
01/10/2017;15712;83
02/10/2017;24752;115
03/10/2017;15688;85
04/10/2017;20232;104
05/10/2017;18096;92
06/10/2017;15088;85
07/10/2017;32736;174
08/10/2017;21584;131
09/10/2017;24512;104
10/10/2017;23888;101
11/10/2017;17416;95
12/10/2017;16656;88
13/10/2017;16640;84
14/10/2017;7832;49
15/10/2017;0;0
16/10/2017;11552;58
17/10/2017;17344;92
18/10/2017;28056;124
19/10/2017;21824;101
20/10/2017;15064;77
21/10/2017;29616;140
22/10/2017;22152;121
23/10/2017;22080;101
24/10/2017;18536;89
25/10/2017;20136;101
26/10/2017;23952;112
27/10/2017;16288;96
28/10/2017;24192;122
29/10/2017;16288;101
30/10/2017;22680;104
31/10/2017;22800;114
01/11/2017;20592;100
02/11/2017;22480;114
03/11/2017;17240;86
04/11/2017;23760;124
05/11/2017;25664;154
06/11/2017;13200;72
07/11/2017;19128;92
08/11/2017;13752;74
09/11/2017;14200;67
10/11/2017;8616;39
11/11/2017;23616;119
12/11/2017;12688;91
13/11/2017;13320;67
14/11/2017;11744;70
15/11/2017;10672;63
16/11/2017;16440;71
17/11/2017;17104;83
18/11/2017;25240;130
19/11/2017;19928;122
20/11/2017;15952;79
21/11/2017;21416;102
22/11/2017;14904;77
23/11/2017;15296;83
24/11/2017;5864;33
25/11/2017;25384;150
26/11/2017;22280;128
27/11/2017;17824;91
28/11/2017;20984;114
29/11/2017;27960;131
30/11/2017;20376;103
01/12/2017;12144;65
02/12/2017;23656;118
03/12/2017;15712;101
04/12/2017;19144;89
05/12/2017;22248;104
06/12/2017;14688;77
07/12/2017;14760;85
08/12/2017;18768;92
09/12/2017;37840;200
10/12/2017;23448;130
11/12/2017;16976;91
12/12/2017;13360;77
13/12/2017;10416;55
14/12/2017;11104;68
15/12/2017;15792;89
16/12/2017;24352;136
17/12/2017;23048;143
18/12/2017;16136;78
19/12/2017;18456;98
20/12/2017;35936;163
21/12/2017;26616;142
22/12/2017;21440;104
23/12/2017;31976;191
24/12/2017;20672;133
25/12/2017;23488;109
26/12/2017;15728;74
27/12/2017;25408;115
28/12/2017;29344;137
29/12/2017;31392;145
30/12/2017;20728;106
31/12/2017;18016;97
01/01/2018;10472;55
02/01/2018;18696;103
03/01/2018;24416;115
04/01/2018;16360;88
05/01/2018;18912;100
06/01/2018;23864;122
07/01/2018;0;0
08/01/2018;18160;103
09/01/2018;15688;84
10/01/2018;16696;92
11/01/2018;14808;78
12/01/2018;13648;70
13/01/2018;19080;102
14/01/2018;18192;104
15/01/2018;13384;72
16/01/2018;16136;97
17/01/2018;19928;104
18/01/2018;18192;95
19/01/2018;22488;99
20/01/2018;21368;124
21/01/2018;13576;85
22/01/2018;16328;94
23/01/2018;16664;86
24/01/2018;11768;56
25/01/2018;19352;100
26/01/2018;23536;130
27/01/2018;32176;167
28/01/2018;22616;133
29/01/2018;26624;131
30/01/2018;22400;120
31/01/2018;22008;111
01/02/2018;17968;91
02/02/2018;20792;103
03/02/2018;0;0
04/02/2018;4464;28
05/02/2018;23800;115
06/02/2018;10792;63
07/02/2018;15280;85
08/02/2018;14968;79
09/02/2018;14264;77
10/02/2018;19016;107
11/02/2018;17640;97
12/02/2018;10472;55
13/02/2018;12488;68
14/02/2018;16064;87
15/02/2018;14296;76
16/02/2018;21616;91
17/02/2018;25048;127
18/02/2018;20240;103
19/02/2018;19688;85
20/02/2018;22152;101
21/02/2018;15912;78
22/02/2018;18840;98
23/02/2018;22896;115
24/02/2018;29024;157
25/02/2018;19752;99
26/02/2018;24680;125
27/02/2018;20944;97
28/02/2018;29624;146
01/03/2018;25920;127
02/03/2018;21584;106
03/03/2018;23608;113
04/03/2018;26856;136
05/03/2018;25000;115
06/03/2018;7784;39
07/03/2018;17840;93
08/03/2018;15768;78
09/03/2018;16904;98
10/03/2018;23320;136
11/03/2018;13272;83
12/03/2018;17384;87
13/03/2018;13200;79
14/03/2018;11272;65
15/03/2018;13840;82
16/03/2018;16256;95
17/03/2018;21376;116
18/03/2018;17744;102
19/03/2018;18760;95
20/03/2018;19176;106
21/03/2018;18704;99
22/03/2018;16200;83
23/03/2018;13344;74
24/03/2018;33224;180
25/03/2018;23184;134
26/03/2018;24648;111
27/03/2018;17720;86
28/03/2018;19208;95
29/03/2018;27240;128
30/03/2018;24752;121
31/03/2018;31320;173
01/04/2018;38776;202
02/04/2018;26232;126
03/04/2018;22112;103
04/04/2018;20776;109
05/04/2018;18320;95
06/04/2018;19888;95
07/04/2018;26504;137
08/04/2018;17152;88
09/04/2018;21792;111
10/04/2018;21200;106
11/04/2018;15280;86
12/04/2018;13592;79
13/04/2018;11872;78
14/04/2018;19400;108
15/04/2018;15864;100
16/04/2018;16720;97
17/04/2018;15120;85
18/04/2018;23544;113
19/04/2018;27376;128
20/04/2018;16072;91
21/04/2018;17592;94
22/04/2018;20696;119
23/04/2018;17080;103
24/04/2018;16936;88
25/04/2018;20072;109
26/04/2018;26896;137
27/04/2018;23184;113
28/04/2018;32512;150
29/04/2018;29760;166
30/04/2018;29472;142
01/05/2018;32688;148
02/05/2018;25888;128
03/05/2018;17728;83
04/05/2018;18192;85
05/05/2018;17328;98
06/05/2018;28008;174
07/05/2018;27240;139
08/05/2018;24392;128
09/05/2018;18872;92
10/05/2018;15144;88
11/05/2018;17224;96
12/05/2018;28224;164
13/05/2018;29424;158
14/05/2018;16840;88
15/05/2018;16544;104
16/05/2018;29672;150
17/05/2018;21192;95
18/05/2018;18336;85
19/05/2018;25760;122
20/05/2018;14968;85
21/05/2018;16872;86
22/05/2018;18960;91
23/05/2018;19880;100
24/05/2018;18056;86
25/05/2018;20344;108
26/05/2018;16640;81
27/05/2018;14664;107
28/05/2018;24352;126
29/05/2018;22184;127
30/05/2018;24296;126
31/05/2018;24056;146
01/06/2018;28768;153
02/06/2018;37832;188
03/06/2018;26896;159
04/06/2018;21464;116
05/06/2018;20520;120
06/06/2018;17800;91
07/06/2018;20680;104
08/06/2018;17632;102
09/06/2018;12344;76
10/06/2018;17392;97
11/06/2018;25440;128
12/06/2018;22088;124
13/06/2018;31472;164
14/06/2018;25648;118
15/06/2018;7552;43
16/06/2018;11672;60
17/06/2018;16608;98
18/06/2018;15160;83
19/06/2018;16976;103
20/06/2018;18640;97
21/06/2018;14376;83
22/06/2018;19984;112
23/06/2018;35304;187
24/06/2018;20976;128
25/06/2018;23992;131
26/06/2018;27472;134
27/06/2018;26664;141
28/06/2018;18560;97
29/06/2018;23064;103
30/06/2018;15560;80
01/07/2018;33136;183
02/07/2018;40760;201
03/07/2018;31000;152
04/07/2018;23720;118
05/07/2018;30856;149
06/07/2018;25448;137
07/07/2018;19400;96
08/07/2018;27192;152
09/07/2018;27904;160
10/07/2018;20920;102
11/07/2018;22616;106
12/07/2018;17608;84
13/07/2018;28416;131
14/07/2018;19696;100
15/07/2018;0;0
16/07/2018;29480;161
17/07/2018;21552;125
18/07/2018;35400;163
19/07/2018;37320;180
20/07/2018;23616;113
21/07/2018;24384;121
22/07/2018;26992;138
23/07/2018;31528;163
24/07/2018;38024;174
25/07/2018;28984;140
26/07/2018;19080;109
27/07/2018;21832;98
28/07/2018;28328;152
29/07/2018;24512;139
30/07/2018;34512;174
31/07/2018;40424;184
01/08/2018;31520;154
02/08/2018;27296;133
03/08/2018;28680;139
04/08/2018;13176;60
05/08/2018;0;0
06/08/2018;33464;157
07/08/2018;27272;133
08/08/2018;22936;121
09/08/2018;31808;136
10/08/2018;28120;137
11/08/2018;22920;129
12/08/2018;18552;95
13/08/2018;29816;149
14/08/2018;26312;129
15/08/2018;24384;127
16/08/2018;36792;175
17/08/2018;43104;169
18/08/2018;38808;163
19/08/2018;21944;104
20/08/2018;39080;166
21/08/2018;7968;35
22/08/2018;8440;45
23/08/2018;13736;70
24/08/2018;20272;99
25/08/2018;25392;131
26/08/2018;16336;94
27/08/2018;25880;127
28/08/2018;28272;145
29/08/2018;27592;142
30/08/2018;33192;158
31/08/2018;32352;140
01/09/2018;25192;136
02/09/2018;33592;152
03/09/2018;41936;182
04/09/2018;21112;119
05/09/2018;15072;81
06/09/2018;24880;114
07/09/2018;24344;111
08/09/2018;9504;56
09/09/2018;10200;53
10/09/2018;15000;61
11/09/2018;20200;96
12/09/2018;21816;103
13/09/2018;15032;91
14/09/2018;22544;115
15/09/2018;24448;130
16/09/2018;19256;121
17/09/2018;23056;108
18/09/2018;15152;84
19/09/2018;18760;94
20/09/2018;17728;94
21/09/2018;26096;121
22/09/2018;31456;181
23/09/2018;28840;164
24/09/2018;27024;147
25/09/2018;33440;155
26/09/2018;21944;109
27/09/2018;24928;121
28/09/2018;24568;124
29/09/2018;33056;166
30/09/2018;37472;204
01/10/2018;28024;139
02/10/2018;22480;118
03/10/2018;22896;109
04/10/2018;20776;104
05/10/2018;25624;122
06/10/2018;37712;197
07/10/2018;27296;151
08/10/2018;21608;104
09/10/2018;20144;101
10/10/2018;25088;124
11/10/2018;19048;128
12/10/2018;23464;130
13/10/2018;9376;41
14/10/2018;0;0
15/10/2018;0;0
16/10/2018;20688;108
17/10/2018;14992;79
18/10/2018;28544;128
19/10/2018;12400;58
20/10/2018;37800;180
21/10/2018;26656;154
22/10/2018;22736;120
23/10/2018;15208;96
24/10/2018;23888;119
25/10/2018;17864;95
26/10/2018;18312;86
27/10/2018;37376;198
28/10/2018;20952;128
29/10/2018;28496;134
30/10/2018;28552;128
31/10/2018;30744;154
01/11/2018;34360;163
02/11/2018;20304;108
03/11/2018;28400;131
04/11/2018;31160;172
05/11/2018;26584;125
06/11/2018;20144;103
07/11/2018;20632;103
08/11/2018;19440;105
09/11/2018;17352;98
10/11/2018;22504;127
11/11/2018;25984;164
12/11/2018;18080;94
13/11/2018;9576;57
14/11/2018;11080;73
15/11/2018;10440;70
16/11/2018;16464;92
17/11/2018;6832;32
18/11/2018;19984;121
19/11/2018;27456;137
20/11/2018;18400;105
21/11/2018;20200;108
22/11/2018;28656;130
23/11/2018;24048;119
24/11/2018;31008;178
25/11/2018;27176;143
26/11/2018;32224;145
27/11/2018;26976;121
28/11/2018;24728;121
29/11/2018;31232;154
30/11/2018;23984;109
01/12/2018;40912;207
02/12/2018;37240;196
03/12/2018;30112;142
04/12/2018;23376;111
05/12/2018;21808;104
06/12/2018;19752;98
07/12/2018;12456;79
08/12/2018;29560;158
09/12/2018;27288;158
10/12/2018;23776;131
11/12/2018;20056;109
12/12/2018;15200;92
13/12/2018;16808;101
14/12/2018;20000;111
15/12/2018;22448;116
16/12/2018;18072;114
17/12/2018;16832;91
18/12/2018;24920;121
19/12/2018;29864;143
20/12/2018;20496;92
21/12/2018;23192;118
22/12/2018;26048;121
23/12/2018;24640;146
24/12/2018;26464;134
25/12/2018;24552;114
26/12/2018;27088;122
27/12/2018;26960;134
28/12/2018;33960;158
29/12/2018;15152;67
30/12/2018;0;0
31/12/2018;27664;131
