date;a_withdr
22/12/2016;129040
23/12/2016;134740
24/12/2016;150630
25/12/2016;148840
26/12/2016;151430
27/12/2016;153320
28/12/2016;144710
29/12/2016;126310
30/12/2016;122830
31/12/2016;105630
01/01/2017;111860
02/01/2017;105660
03/01/2017;96580
04/01/2017;95330
05/01/2017;93480
06/01/2017;88940
07/01/2017;87350
08/01/2017;82510
09/01/2017;82370
10/01/2017;83920
11/01/2017;84580
12/01/2017;83560
13/01/2017;89500
14/01/2017;88010
15/01/2017;84930
16/01/2017;78960
17/01/2017;81000
18/01/2017;82090
19/01/2017;87620
20/01/2017;82820
21/01/2017;69250
22/01/2017;65110
23/01/2017;80930
24/01/2017;99510
25/01/2017;107620
26/01/2017;102330
27/01/2017;109530
28/01/2017;110880
29/01/2017;121640
30/01/2017;114630
31/01/2017;100080
01/02/2017;84420
02/02/2017;83900
03/02/2017;74190
04/02/2017;88890
05/02/2017;88580
06/02/2017;79590
07/02/2017;69650
08/02/2017;73030
09/02/2017;77550
10/02/2017;81390
11/02/2017;79350
12/02/2017;79970
13/02/2017;82380
14/02/2017;88130
15/02/2017;92920
16/02/2017;97070
17/02/2017;98640
18/02/2017;100380
19/02/2017;99370
20/02/2017;108550
21/02/2017;121600
22/02/2017;132500
23/02/2017;132480
24/02/2017;137860
25/02/2017;137020
26/02/2017;140670
27/02/2017;133660
28/02/2017;115820
01/03/2017;107010
02/03/2017;101670
03/03/2017;92060
04/03/2017;87430
05/03/2017;82030
06/03/2017;76650
07/03/2017;85990
08/03/2017;81390
09/03/2017;78780
10/03/2017;81590
11/03/2017;84630
12/03/2017;88010
13/03/2017;95350
14/03/2017;95590
15/03/2017;91240
16/03/2017;97910
17/03/2017;100090
18/03/2017;106510
19/03/2017;105910
20/03/2017;105760
21/03/2017;109580
22/03/2017;118850
23/03/2017;140160
24/03/2017;145620
25/03/2017;147050
26/03/2017;151220
27/03/2017;161690
28/03/2017;167220
29/03/2017;167860
30/03/2017;144750
31/03/2017;145380
01/04/2017;135730
02/04/2017;130690
03/04/2017;123910
04/04/2017;109030
05/04/2017;106950
06/04/2017;100090
07/04/2017;88960
08/04/2017;92900
09/04/2017;87020
10/04/2017;80680
11/04/2017;89080
12/04/2017;97430
13/04/2017;105430
14/04/2017;106030
15/04/2017;100430
16/04/2017;105340
17/04/2017;110980
18/04/2017;110730
19/04/2017;104980
20/04/2017;106470
21/04/2017;128980
22/04/2017;145130
23/04/2017;155680
24/04/2017;154780
25/04/2017;157170
26/04/2017;167970
27/04/2017;165790
28/04/2017;149350
29/04/2017;145550
30/04/2017;125750
01/05/2017;124210
02/05/2017;114440
03/05/2017;93360
04/05/2017;91190
05/05/2017;85900
06/05/2017;64220
07/05/2017;64220
08/05/2017;63400
09/05/2017;64200
10/05/2017;68180
11/05/2017;65080
12/05/2017;70350
13/05/2017;82710
14/05/2017;95610
15/05/2017;94930
16/05/2017;98640
17/05/2017;103400
18/05/2017;119890
19/05/2017;127340
20/05/2017;130700
21/05/2017;129080
22/05/2017;144000
23/05/2017;156930
24/05/2017;164260
25/05/2017;156120
26/05/2017;157940
27/05/2017;157940
28/05/2017;156180
29/05/2017;144280
30/05/2017;130500
31/05/2017;123730
01/06/2017;120470
02/06/2017;107480
03/06/2017;92550
04/06/2017;83030
05/06/2017;80970
06/06/2017;76240
07/06/2017;70470
08/06/2017;66540
09/06/2017;68490
10/06/2017;84560
11/06/2017;99610
12/06/2017;110790
13/06/2017;123070
14/06/2017;131700
15/06/2017;158190
16/06/2017;190380
17/06/2017;199680
18/06/2017;192190
19/06/2017;173180
20/06/2017;159700
21/06/2017;155190
22/06/2017;144170
23/06/2017;119820
24/06/2017;110020
25/06/2017;121040
26/06/2017;139590
27/06/2017;160040
28/06/2017;168370
29/06/2017;161180
30/06/2017;147620
01/07/2017;132540
02/07/2017;132580
03/07/2017;124550
04/07/2017;107370
05/07/2017;98900
06/07/2017;90290
07/07/2017;90550
08/07/2017;107130
09/07/2017;99120
10/07/2017;95870
11/07/2017;109630
12/07/2017;109950
13/07/2017;106580
14/07/2017;117380
15/07/2017;112150
16/07/2017;113210
17/07/2017;120950
18/07/2017;120570
19/07/2017;126880
20/07/2017;141110
21/07/2017;146290
22/07/2017;149030
23/07/2017;151340
24/07/2017;169620
25/07/2017;144640
26/07/2017;164290
27/07/2017;165720
28/07/2017;159790
29/07/2017;165670
30/07/2017;163520
31/07/2017;148910
01/08/2017;162080
02/08/2017;136580
03/08/2017;128290
04/08/2017;125500
05/08/2017;116700
06/08/2017;113760
07/08/2017;102560
08/08/2017;101770
09/08/2017;98500
10/08/2017;105490
11/08/2017;107420
12/08/2017;112140
13/08/2017;117700
14/08/2017;128290
15/08/2017;133820
16/08/2017;146600
17/08/2017;146730
18/08/2017;147760
19/08/2017;160350
20/08/2017;173850
21/08/2017;196950
22/08/2017;226080
23/08/2017;254170
24/08/2017;257450
25/08/2017;235820
26/08/2017;215380
27/08/2017;201330
28/08/2017;175520
29/08/2017;147150
30/08/2017;109120
31/08/2017;95400
01/09/2017;117240
02/09/2017;120150
03/09/2017;121180
04/09/2017;113010
05/09/2017;112120
06/09/2017;105240
07/09/2017;107480
08/09/2017;105560
09/09/2017;111920
10/09/2017;113170
11/09/2017;116280
12/09/2017;111190
13/09/2017;116650
14/09/2017;113730
15/09/2017;110570
16/09/2017;92790
17/09/2017;76610
18/09/2017;88050
19/09/2017;97540
20/09/2017;108750
21/09/2017;121270
22/09/2017;128120
23/09/2017;126780
24/09/2017;126780
25/09/2017;135130
26/09/2017;131770
27/09/2017;132540
28/09/2017;126410
29/09/2017;118420
30/09/2017;131470
01/10/2017;142730
02/10/2017;119090
03/10/2017;101700
04/10/2017;88000
05/10/2017;76580
06/10/2017;78580
07/10/2017;81820
08/10/2017;80900
09/10/2017;78510
10/10/2017;96580
11/10/2017;99550
12/10/2017;115780
13/10/2017;117280
14/10/2017;116370
15/10/2017;107600
16/10/2017;115620
17/10/2017;110380
18/10/2017;114120
19/10/2017;111450
20/10/2017;115250
21/10/2017;124870
22/10/2017;137310
23/10/2017;148960
24/10/2017;176980
25/10/2017;196040
26/10/2017;203510
27/10/2017;208420
28/10/2017;204920
29/10/2017;205440
30/10/2017;193010
31/10/2017;166810
01/11/2017;145200
02/11/2017;130210
03/11/2017;117150
04/11/2017;110400
05/11/2017;106630
06/11/2017;108320
07/11/2017;99480
08/11/2017;92470
09/11/2017;94620
10/11/2017;97510
11/11/2017;99270
12/11/2017;103780
13/11/2017;102190
14/11/2017;106790
15/11/2017;112400
16/11/2017;108390
17/11/2017;116440
18/11/2017;118260
19/11/2017;116180
20/11/2017;119490
21/11/2017;141460
22/11/2017;152460
23/11/2017;183030
24/11/2017;183450
25/11/2017;182730
26/11/2017;174620
27/11/2017;172090
28/11/2017;163420
29/11/2017;152600
30/11/2017;127680
01/12/2017;119540
02/12/2017;120410
03/12/2017;129610
04/12/2017;130200
05/12/2017;120660
06/12/2017;121970
07/12/2017;118030
08/12/2017;117590
09/12/2017;117440
10/12/2017;116120
11/12/2017;119710
12/12/2017;117950
13/12/2017;121930
14/12/2017;131770
15/12/2017;131220
16/12/2017;126580
17/12/2017;127090
18/12/2017;136930
19/12/2017;168690
20/12/2017;183400
21/12/2017;207720
22/12/2017;242450
23/12/2017;251680
24/12/2017;257710
25/12/2017;245950
26/12/2017;229190
27/12/2017;219310
28/12/2017;200910
29/12/2017;175940
30/12/2017;167700
31/12/2017;163590
01/01/2018;158290
02/01/2018;142990
03/01/2018;133180
04/01/2018;126460
05/01/2018;121000
06/01/2018;128310
07/01/2018;135920
08/01/2018;134270
09/01/2018;135640
10/01/2018;143320
11/01/2018;136220
12/01/2018;136660
13/01/2018;129830
14/01/2018;127830
15/01/2018;131270
16/01/2018;135100
17/01/2018;125480
18/01/2018;126790
19/01/2018;125110
20/01/2018;121990
21/01/2018;115460
22/01/2018;114270
23/01/2018;128850
24/01/2018;153980
25/01/2018;175780
26/01/2018;184880
27/01/2018;181170
28/01/2018;186450
29/01/2018;206360
30/01/2018;197320
31/01/2018;175560
01/02/2018;159840
02/02/2018;155180
03/02/2018;147680
04/02/2018;127930
05/02/2018;114640
06/02/2018;101820
07/02/2018;95220
08/02/2018;86480
09/02/2018;83280
10/02/2018;105050
11/02/2018;119910
12/02/2018;114030
13/02/2018;115480
14/02/2018;124960
15/02/2018;126090
16/02/2018;130620
17/02/2018;138020
18/02/2018;130300
19/02/2018;130430
20/02/2018;149280
21/02/2018;170910
22/02/2018;197350
23/02/2018;200420
24/02/2018;185370
25/02/2018;191120
26/02/2018;205060
27/02/2018;197360
28/02/2018;168480
01/03/2018;141900
02/03/2018;134220
03/03/2018;127990
04/03/2018;127290
05/03/2018;122110
06/03/2018;108430
07/03/2018;112750
08/03/2018;119120
09/03/2018;120670
10/03/2018;127300
11/03/2018;123080
12/03/2018;117100
13/03/2018;120390
14/03/2018;115700
15/03/2018;116300
16/03/2018;112150
17/03/2018;122670
18/03/2018;131210
19/03/2018;135200
20/03/2018;142320
21/03/2018;158440
22/03/2018;176910
23/03/2018;181980
24/03/2018;183450
25/03/2018;187470
26/03/2018;196260
27/03/2018;203950
28/03/2018;197020
29/03/2018;186440
30/03/2018;184720
31/03/2018;179100
01/04/2018;170710
02/04/2018;152810
03/04/2018;151300
04/04/2018;148130
05/04/2018;129370
06/04/2018;119760
07/04/2018;108920
08/04/2018;107210
09/04/2018;111680
10/04/2018;101970
11/04/2018;102880
12/04/2018;107800
13/04/2018;126210
14/04/2018;131010
15/04/2018;131980
16/04/2018;134950
17/04/2018;133410
18/04/2018;137180
19/04/2018;149100
20/04/2018;154310
21/04/2018;168000
22/04/2018;170890
23/04/2018;212850
24/04/2018;222550
25/04/2018;230170
26/04/2018;234310
27/04/2018;233010
28/04/2018;218380
29/04/2018;223040
30/04/2018;196330
01/05/2018;184810
02/05/2018;180120
03/05/2018;167710
04/05/2018;162440
05/05/2018;162930
06/05/2018;159660
07/05/2018;138030
08/05/2018;151270
09/05/2018;144910
10/05/2018;159640
11/05/2018;151160
12/05/2018;157670
13/05/2018;154670
14/05/2018;157220
15/05/2018;146490
16/05/2018;143570
17/05/2018;125320
18/05/2018;134160
19/05/2018;127030
20/05/2018;128930
21/05/2018;134870
22/05/2018;141080
23/05/2018;173960
24/05/2018;185680
25/05/2018;183480
26/05/2018;200670
27/05/2018;200010
28/05/2018;212910
29/05/2018;223940
30/05/2018;204820
31/05/2018;202440
01/06/2018;205750
02/06/2018;200050
03/06/2018;194500
04/06/2018;182110
05/06/2018;178300
06/06/2018;187490
07/06/2018;202680
08/06/2018;175410
09/06/2018;154500
10/06/2018;156440
11/06/2018;147190
12/06/2018;137810
13/06/2018;113800
14/06/2018;89690
15/06/2018;111150
16/06/2018;126730
17/06/2018;128870
18/06/2018;140710
19/06/2018;146250
20/06/2018;162640
21/06/2018;186500
22/06/2018;232300
23/06/2018;249880
24/06/2018;260610
25/06/2018;273710
26/06/2018;276680
27/06/2018;278690
28/06/2018;262900
29/06/2018;227310
30/06/2018;210680
01/07/2018;201010
02/07/2018;177430
03/07/2018;171490
04/07/2018;170280
05/07/2018;167110
06/07/2018;156470
07/07/2018;157450
08/07/2018;156920
09/07/2018;158510
10/07/2018;155160
11/07/2018;149930
12/07/2018;152690
13/07/2018;149650
14/07/2018;145030
15/07/2018;146270
16/07/2018;154350
17/07/2018;159710
18/07/2018;160780
19/07/2018;169600
20/07/2018;183790
21/07/2018;195610
22/07/2018;201570
23/07/2018;220860
24/07/2018;236130
25/07/2018;237460
26/07/2018;228550
27/07/2018;222690
28/07/2018;221970
29/07/2018;225140
30/07/2018;211380
31/07/2018;194420
01/08/2018;183140
02/08/2018;190060
03/08/2018;192210
04/08/2018;186180
05/08/2018;180560
06/08/2018;164390
07/08/2018;164490
08/08/2018;175530
09/08/2018;198770
10/08/2018;228590
11/08/2018;261410
12/08/2018;246190
13/08/2018;255820
14/08/2018;235460
15/08/2018;211990
16/08/2018;179580
17/08/2018;147050
18/08/2018;107620
19/08/2018;116110
20/08/2018;106470
21/08/2018;127600
22/08/2018;152480
23/08/2018;167670
24/08/2018;187320
25/08/2018;204670
26/08/2018;217510
27/08/2018;228330
28/08/2018;235940
29/08/2018;239120
30/08/2018;232520
31/08/2018;209000
01/09/2018;202010
02/09/2018;191100
03/09/2018;201290
04/09/2018;187670
05/09/2018;168750
06/09/2018;161660
07/09/2018;167840
08/09/2018;168670
09/09/2018;165290
10/09/2018;148450
11/09/2018;151430
12/09/2018;152830
13/09/2018;148840
14/09/2018;137530
15/09/2018;131000
16/09/2018;135000
17/09/2018;131940
18/09/2018;133140
19/09/2018;153220
20/09/2018;170980
21/09/2018;194370
22/09/2018;191700
23/09/2018;178150
24/09/2018;219480
25/09/2018;245460
26/09/2018;235820
27/09/2018;232110
28/09/2018;219980
29/09/2018;227790
30/09/2018;246910
01/10/2018;218870
02/10/2018;186130
03/10/2018;176700
04/10/2018;169980
05/10/2018;161890
06/10/2018;157160
07/10/2018;155340
08/10/2018;144480
09/10/2018;145690
10/10/2018;152930
11/10/2018;148890
12/10/2018;157890
13/10/2018;156270
14/10/2018;153570
15/10/2018;154030
16/10/2018;161030
17/10/2018;160110
18/10/2018;161650
19/10/2018;145990
20/10/2018;127090
21/10/2018;116250
22/10/2018;128560
23/10/2018;158080
24/10/2018;187070
25/10/2018;202760
26/10/2018;210500
27/10/2018;233460
28/10/2018;246960
29/10/2018;240870
30/10/2018;214140
31/10/2018;176400
01/11/2018;153810
02/11/2018;152220
03/11/2018;154340
04/11/2018;151850
05/11/2018;142690
06/11/2018;132170
07/11/2018;128930
08/11/2018;133760
09/11/2018;134020
10/11/2018;130850
11/11/2018;132330
12/11/2018;136060
13/11/2018;128650
14/11/2018;135120
15/11/2018;129880
16/11/2018;134340
17/11/2018;133950
18/11/2018;127780
19/11/2018;131770
20/11/2018;150340
21/11/2018;165200
22/11/2018;193940
23/11/2018;196410
24/11/2018;173800
25/11/2018;163920
26/11/2018;173920
27/11/2018;179010
28/11/2018;160470
29/11/2018;144330
30/11/2018;129380
01/12/2018;153040
02/12/2018;162300
03/12/2018;139040
04/12/2018;122660
05/12/2018;126470
06/12/2018;122560
07/12/2018;126430
08/12/2018;124940
09/12/2018;125160
10/12/2018;132660
11/12/2018;138640
12/12/2018;127980
13/12/2018;122130
14/12/2018;131800
15/12/2018;119860
16/12/2018;123800
17/12/2018;130890
18/12/2018;141780
19/12/2018;174970
20/12/2018;219300
21/12/2018;268230
22/12/2018;263460
23/12/2018;274980
24/12/2018;274460
25/12/2018;259220
26/12/2018;246740
27/12/2018;216680
28/12/2018;163570
29/12/2018;193420
30/12/2018;178470
31/12/2018;165320
01/01/2019;162030
02/01/2019;148620
03/01/2019;130880
04/01/2019;133970
05/01/2019;110020
06/01/2019;110330
07/01/2019;129920
08/01/2019;148840
09/01/2019;153610
10/01/2019;150020
11/01/2019;144610
12/01/2019;139840
13/01/2019;129340
14/01/2019;120470
15/01/2019;112370
16/01/2019;107220
17/01/2019;122550
18/01/2019;140200
19/01/2019;165580
20/01/2019;194550
21/01/2019;207200
22/01/2019;206890
23/01/2019;242990
24/01/2019;265130
25/01/2019;277700
26/01/2019;272650
27/01/2019;243690
28/01/2019;235880
29/01/2019;235600
30/01/2019;203330
31/01/2019;174900
01/02/2019;141140
02/02/2019;133410
03/02/2019;152260
04/02/2019;145050
05/02/2019;137540
06/02/2019;134560
07/02/2019;126840
08/02/2019;124980
09/02/2019;129930
10/02/2019;123380
11/02/2019;112940
12/02/2019;111550
13/02/2019;129070
14/02/2019;138500
15/02/2019;136860
16/02/2019;130890
17/02/2019;118580
18/02/2019;136150
19/02/2019;151530
20/02/2019;157940
21/02/2019;187200
22/02/2019;212860
23/02/2019;230870
24/02/2019;249970
25/02/2019;240800
26/02/2019;247030
27/02/2019;231490
28/02/2019;205420
01/03/2019;186550
02/03/2019;170420
03/03/2019;167340
04/03/2019;176890
05/03/2019;162440
06/03/2019;164090
07/03/2019;159510
08/03/2019;155780
09/03/2019;146430
10/03/2019;147070
11/03/2019;147360
12/03/2019;152120
13/03/2019;138990
14/03/2019;136850
15/03/2019;140540
16/03/2019;150190
17/03/2019;149150
18/03/2019;150490
19/03/2019;167460
20/03/2019;187920
21/03/2019;201870
22/03/2019;235390
23/03/2019;243930
24/03/2019;228310
25/03/2019;219630
26/03/2019;215780
27/03/2019;223890
28/03/2019;216830
29/03/2019;176210
30/03/2019;166900
31/03/2019;178230
01/04/2019;170160
02/04/2019;131560
03/04/2019;125920
04/04/2019;122760
05/04/2019;125400
06/04/2019;128880
07/04/2019;135470
08/04/2019;139650
09/04/2019;154150
10/04/2019;136720
11/04/2019;145930
12/04/2019;150100
13/04/2019;127040
14/04/2019;109120
15/04/2019;116390
16/04/2019;123860
17/04/2019;124160
18/04/2019;124780
19/04/2019;149410
20/04/2019;171960
21/04/2019;171960
22/04/2019;190370
23/04/2019;207590
24/04/2019;220620
25/04/2019;227600
26/04/2019;218520
27/04/2019;229510
28/04/2019;229510
29/04/2019;214400
30/04/2019;191490
01/05/2019;183160
02/05/2019;153320
03/05/2019;140640
04/05/2019;126430
05/05/2019;136680
06/05/2019;126220
07/05/2019;121450
08/05/2019;121380
09/05/2019;136840
10/05/2019;130560
11/05/2019;126650
12/05/2019;116400
13/05/2019;125690
14/05/2019;132360
15/05/2019;130510
16/05/2019;142460
17/05/2019;148610
18/05/2019;142590
19/05/2019;142590
20/05/2019;151250
21/05/2019;159290
22/05/2019;164910
23/05/2019;160880
24/05/2019;165820
25/05/2019;176280
26/05/2019;176280
27/05/2019;179560
28/05/2019;166160
29/05/2019;144190
30/05/2019;116950
31/05/2019;105240
01/06/2019;104440
02/06/2019;116330
03/06/2019;95280
04/06/2019;103500
05/06/2019;114250
06/06/2019;124890
07/06/2019;128970
08/06/2019;135900
09/06/2019;135410
10/06/2019;136500
11/06/2019;137220
12/06/2019;147060
13/06/2019;154210
14/06/2019;157610
15/06/2019;156230
16/06/2019;156160
17/06/2019;150560
18/06/2019;170800
19/06/2019;166150
20/06/2019;180680
21/06/2019;227050
22/06/2019;220710
23/06/2019;209480
24/06/2019;225760
25/06/2019;209420
26/06/2019;219360
27/06/2019;211990
28/06/2019;162720
29/06/2019;169730
30/06/2019;186350
01/07/2019;178910
02/07/2019;173950
03/07/2019;167390
04/07/2019;159220
05/07/2019;162350
06/07/2019;159290
07/07/2019;153070
08/07/2019;148350
09/07/2019;146620
10/07/2019;143040
11/07/2019;139910
12/07/2019;144720
13/07/2019;151220
14/07/2019;152460
15/07/2019;158140
16/07/2019;159530
17/07/2019;176420
18/07/2019;182720
19/07/2019;183820
20/07/2019;179100
21/07/2019;178950
22/07/2019;173530
23/07/2019;189520
24/07/2019;212050
25/07/2019;234650
26/07/2019;240740
27/07/2019;222200
28/07/2019;233080
29/07/2019;268480
30/07/2019;269530
31/07/2019;229550
01/08/2019;210870
02/08/2019;205820
03/08/2019;231910
04/08/2019;212540
05/08/2019;159160
06/08/2019;117910
07/08/2019;110720
08/08/2019;101980
09/08/2019;95040
10/08/2019;88160
11/08/2019;102590
12/08/2019;129410
13/08/2019;158740
14/08/2019;156970
15/08/2019;162150
16/08/2019;165250
17/08/2019;163600
18/08/2019;163210
19/08/2019;160680
20/08/2019;163030
21/08/2019;171870
22/08/2019;178750
23/08/2019;206450
24/08/2019;183460
25/08/2019;166320
26/08/2019;168240
27/08/2019;170270
28/08/2019;189810
29/08/2019;179650
30/08/2019;149200
31/08/2019;178230
01/09/2019;193930
02/09/2019;190080
03/09/2019;177820
04/09/2019;153990
05/09/2019;158440
06/09/2019;156200
07/09/2019;149170
08/09/2019;143490
09/09/2019;144480
10/09/2019;147690
11/09/2019;146990
12/09/2019;144200
13/09/2019;152550
14/09/2019;155850
15/09/2019;165290
16/09/2019;158030
17/09/2019;156820
18/09/2019;168830
19/09/2019;179840
20/09/2019;188260
21/09/2019;179410
22/09/2019;159950
23/09/2019;202070
24/09/2019;228620
25/09/2019;234520
26/09/2019;230110
27/09/2019;209970
28/09/2019;222800
29/09/2019;240400
30/09/2019;199300
01/10/2019;178440
02/10/2019;165680
03/10/2019;154660
04/10/2019;159810
05/10/2019;153500
06/10/2019;138910
07/10/2019;141560
08/10/2019;129860
09/10/2019;135560
10/10/2019;136150
11/10/2019;130470
12/10/2019;130350
13/10/2019;137320
14/10/2019;143140
15/10/2019;151680
16/10/2019;144030
17/10/2019;143390
18/10/2019;151790
19/10/2019;154230
20/10/2019;148980
21/10/2019;151900
22/10/2019;158200
23/10/2019;182870
24/10/2019;200930
25/10/2019;215440
26/10/2019;220670
27/10/2019;228980
28/10/2019;224680
29/10/2019;216000
30/10/2019;196370
31/10/2019;179930
01/11/2019;166510
02/11/2019;152180
03/11/2019;139350
04/11/2019;134400
05/11/2019;121720
06/11/2019;117630
07/11/2019;111090
08/11/2019;99990
09/11/2019;104110
10/11/2019;115790
11/11/2019;117680
12/11/2019;126650
13/11/2019;123070
14/11/2019;126880
15/11/2019;125660
16/11/2019;127810
17/11/2019;128640
18/11/2019;131060
19/11/2019;147180
20/11/2019;163860
21/11/2019;186710
22/11/2019;222270
23/11/2019;233930
24/11/2019;225920
25/11/2019;246500
26/11/2019;240590
27/11/2019;230670
28/11/2019;209170
29/11/2019;184110
30/11/2019;172010
01/12/2019;168760
02/12/2019;139420
03/12/2019;118720
04/12/2019;118110
05/12/2019;121940
06/12/2019;109170
07/12/2019;106320
08/12/2019;115030
09/12/2019;124050
10/12/2019;137960
11/12/2019;133660
12/12/2019;125350
13/12/2019;130050
14/12/2019;135710
15/12/2019;134370
16/12/2019;126140
17/12/2019;123620
18/12/2019;139820
19/12/2019;170030
20/12/2019;214130
21/12/2019;223960
22/12/2019;215130
23/12/2019;259720
24/12/2019;269350
25/12/2019;263980
26/12/2019;257610
27/12/2019;231450
28/12/2019;222380
29/12/2019;226310
30/12/2019;199630
31/12/2019;197380
01/01/2020;186630
02/01/2020;163400
03/01/2020;152290
04/01/2020;152770
05/01/2020;158780
06/01/2020;142740
07/01/2020;133130
08/01/2020;138740
09/01/2020;135600
10/01/2020;134810
11/01/2020;127190
12/01/2020;132830
13/01/2020;130620
14/01/2020;139340
15/01/2020;139040
16/01/2020;152310
17/01/2020;166530
18/01/2020;149660
19/01/2020;142700
20/01/2020;168300
21/01/2020;165650
22/01/2020;176760
23/01/2020;194920
24/01/2020;208920
25/01/2020;241950
26/01/2020;236740
27/01/2020;248410
28/01/2020;258620
29/01/2020;249450
30/01/2020;235230
31/01/2020;213640
01/02/2020;210410
02/02/2020;222800
03/02/2020;205220
04/02/2020;192060
05/02/2020;184010
06/02/2020;170780
07/02/2020;161970
08/02/2020;141010
09/02/2020;139300
10/02/2020;131260
11/02/2020;132320
12/02/2020;135930
13/02/2020;139280
14/02/2020;140020
15/02/2020;148830
16/02/2020;146170
17/02/2020;143880
18/02/2020;151030
19/02/2020;162990
20/02/2020;177980
21/02/2020;220280
22/02/2020;231450
23/02/2020;220020
24/02/2020;254160
25/02/2020;262210
26/02/2020;274360
27/02/2020;272130
28/02/2020;226070
29/02/2020;221880
01/03/2020;232720
02/03/2020;199890
03/03/2020;192000
04/03/2020;169950
05/03/2020;158910
06/03/2020;170070
07/03/2020;161750
08/03/2020;150910
09/03/2020;153890
10/03/2020;157860
11/03/2020;156300
12/03/2020;161630
13/03/2020;161010
14/03/2020;153150
15/03/2020;153760
16/03/2020;151390
17/03/2020;151120
18/03/2020;174920
19/03/2020;174300
20/03/2020;
21/03/2020;
22/03/2020;
23/03/2020;
24/03/2020;
25/03/2020;
26/03/2020;
