date;a_withdr
18/12/2017;1340
19/12/2017;800
20/12/2017;920
21/12/2017;750
22/12/2017;1200
23/12/2017;1400
24/12/2017;440
25/12/2017;150
26/12/2017;100
27/12/2017;150
28/12/2017;420
29/12/2017;3650
30/12/2017;1060
31/12/2017;1950
01/01/2018;730
02/01/2018;3810
03/01/2018;1020
04/01/2018;770
05/01/2018;1350
06/01/2018;1230
07/01/2018;180
08/01/2018;750
09/01/2018;50
10/01/2018;680
11/01/2018;1200
12/01/2018;300
13/01/2018;1000
14/01/2018;1690
15/01/2018;1120
16/01/2018;580
17/01/2018;2330
18/01/2018;800
19/01/2018;1050
20/01/2018;1480
21/01/2018;1650
22/01/2018;530
23/01/2018;400
24/01/2018;500
25/01/2018;1720
26/01/2018;1150
27/01/2018;1080
28/01/2018;380
29/01/2018;1050
30/01/2018;400
31/01/2018;480
01/02/2018;2850
02/02/2018;0
03/02/2018;1490
04/02/2018;750
05/02/2018;3480
06/02/2018;1530
07/02/2018;0
08/02/2018;0
09/02/2018;1010
10/02/2018;1870
11/02/2018;640
12/02/2018;920
13/02/2018;900
14/02/2018;800
15/02/2018;1340
16/02/2018;1350
17/02/2018;1320
18/02/2018;680
19/02/2018;1200
20/02/2018;260
21/02/2018;790
22/02/2018;640
23/02/2018;940
24/02/2018;1230
25/02/2018;1680
26/02/2018;1100
27/02/2018;950
28/02/2018;770
01/03/2018;2610
02/03/2018;2820
03/03/2018;2130
04/03/2018;890
05/03/2018;420
06/03/2018;1310
07/03/2018;520
08/03/2018;1750
09/03/2018;2750
10/03/2018;2620
11/03/2018;1170
12/03/2018;1380
13/03/2018;670
14/03/2018;1270
15/03/2018;2180
16/03/2018;2450
17/03/2018;1550
18/03/2018;1860
19/03/2018;750
20/03/2018;550
21/03/2018;1720
22/03/2018;1720
23/03/2018;1150
24/03/2018;1390
25/03/2018;520
26/03/2018;900
27/03/2018;650
28/03/2018;1460
29/03/2018;2450
30/03/2018;1350
31/03/2018;2480
01/04/2018;320
02/04/2018;610
03/04/2018;1530
04/04/2018;1490
05/04/2018;500
06/04/2018;1730
07/04/2018;3780
08/04/2018;2800
09/04/2018;1460
10/04/2018;1890
11/04/2018;2330
12/04/2018;1920
13/04/2018;1480
14/04/2018;1220
15/04/2018;880
16/04/2018;380
17/04/2018;1580
18/04/2018;1470
19/04/2018;3730
20/04/2018;1120
21/04/2018;4070
22/04/2018;500
23/04/2018;470
24/04/2018;780
25/04/2018;130
26/04/2018;790
27/04/2018;1750
28/04/2018;2010
29/04/2018;2870
30/04/2018;1780
01/05/2018;2120
02/05/2018;2850
03/05/2018;2460
04/05/2018;1830
05/05/2018;4000
06/05/2018;3540
07/05/2018;3730
08/05/2018;4290
09/05/2018;3770
10/05/2018;1820
11/05/2018;3680
12/05/2018;6060
13/05/2018;1690
14/05/2018;1700
15/05/2018;1750
16/05/2018;2830
17/05/2018;2760
18/05/2018;4350
19/05/2018;3000
20/05/2018;930
21/05/2018;2600
22/05/2018;3090
23/05/2018;2750
24/05/2018;2440
25/05/2018;2980
26/05/2018;4530
27/05/2018;2880
28/05/2018;3920
29/05/2018;1530
30/05/2018;1120
31/05/2018;3470
01/06/2018;4140
02/06/2018;1510
03/06/2018;2060
04/06/2018;2390
05/06/2018;2490
06/06/2018;4740
07/06/2018;2660
08/06/2018;1580
09/06/2018;3450
10/06/2018;2000
11/06/2018;2520
12/06/2018;2610
13/06/2018;2470
14/06/2018;2900
15/06/2018;1830
16/06/2018;1380
17/06/2018;3170
18/06/2018;5210
19/06/2018;4800
20/06/2018;2410
21/06/2018;4550
22/06/2018;4370
23/06/2018;3720
24/06/2018;5970
25/06/2018;4770
26/06/2018;2490
27/06/2018;2500
28/06/2018;3310
29/06/2018;3040
30/06/2018;1980
