date;a_withdr
27/06/2014;27210
28/06/2014;20230
29/06/2014;12870
30/06/2014;14130
01/07/2014;17660
02/07/2014;14700
03/07/2014;13060
04/07/2014;12380
05/07/2014;21900
06/07/2014;15930
07/07/2014;11530
08/07/2014;16750
09/07/2014;12550
10/07/2014;17140
11/07/2014;12070
12/07/2014;14970
13/07/2014;14030
14/07/2014;17270
15/07/2014;11540
16/07/2014;15770
17/07/2014;18230
18/07/2014;31580
19/07/2014;24270
20/07/2014;21660
21/07/2014;37290
22/07/2014;30710
23/07/2014;35910
24/07/2014;44840
25/07/2014;24510
26/07/2014;40040
27/07/2014;33560
28/07/2014;14590
29/07/2014;11130
30/07/2014;27600
31/07/2014;23160
01/08/2014;23430
02/08/2014;27310
03/08/2014;19300
04/08/2014;30630
05/08/2014;25520
06/08/2014;22350
07/08/2014;30430
08/08/2014;20330
09/08/2014;27010
10/08/2014;19480
11/08/2014;26800
12/08/2014;23420
13/08/2014;19610
14/08/2014;19980
15/08/2014;23170
16/08/2014;17280
17/08/2014;21530
18/08/2014;18360
19/08/2014;33420
20/08/2014;24150
21/08/2014;43490
22/08/2014;36370
23/08/2014;23290
24/08/2014;20820
25/08/2014;35590
26/08/2014;39750
27/08/2014;25240
28/08/2014;27080
29/08/2014;26130
30/08/2014;21370
31/08/2014;17570
01/09/2014;23850
02/09/2014;24400
03/09/2014;20920
04/09/2014;16070
05/09/2014;16240
06/09/2014;16430
07/09/2014;13560
08/09/2014;15010
09/09/2014;18140
10/09/2014;14540
11/09/2014;16170
12/09/2014;13520
13/09/2014;14270
14/09/2014;14310
15/09/2014;13310
16/09/2014;10490
17/09/2014;19340
18/09/2014;37020
19/09/2014;33500
20/09/2014;23450
21/09/2014;16440
22/09/2014;19760
23/09/2014;9200
24/09/2014;25110
25/09/2014;27030
26/09/2014;25290
27/09/2014;28030
28/09/2014;13860
29/09/2014;21270
30/09/2014;27250
01/10/2014;23010
02/10/2014;21130
03/10/2014;19120
04/10/2014;5350
05/10/2014;12510
06/10/2014;13070
07/10/2014;12240
08/10/2014;12440
09/10/2014;10500
10/10/2014;12350
11/10/2014;14080
12/10/2014;8550
13/10/2014;7970
14/10/2014;12810
15/10/2014;9490
16/10/2014;10430
17/10/2014;9410
18/10/2014;13550
19/10/2014;17070
20/10/2014;13740
21/10/2014;15970
22/10/2014;20490
23/10/2014;33220
24/10/2014;35470
25/10/2014;23440
26/10/2014;18280
27/10/2014;25790
28/10/2014;13000
29/10/2014;19250
30/10/2014;11530
31/10/2014;18590
01/11/2014;13570
02/11/2014;13640
03/11/2014;11430
04/11/2014;12050
05/11/2014;10350
06/11/2014;12070
07/11/2014;5470
08/11/2014;10030
09/11/2014;12740
10/11/2014;11300
11/11/2014;11550
12/11/2014;8150
13/11/2014;10190
14/11/2014;10710
15/11/2014;12770
16/11/2014;9730
17/11/2014;9860
18/11/2014;22710
19/11/2014;32830
20/11/2014;33510
21/11/2014;25620
22/11/2014;22520
23/11/2014;16790
24/11/2014;25760
25/11/2014;27380
26/11/2014;20310
27/11/2014;17210
28/11/2014;20240
29/11/2014;17200
30/11/2014;12410
01/12/2014;18750
02/12/2014;15960
03/12/2014;13840
04/12/2014;10580
05/12/2014;16810
06/12/2014;11300
07/12/2014;11930
08/12/2014;8110
09/12/2014;6100
10/12/2014;8870
11/12/2014;10230
12/12/2014;10510
13/12/2014;13910
14/12/2014;5570
15/12/2014;9840
16/12/2014;10480
17/12/2014;12240
18/12/2014;18720
19/12/2014;23050
20/12/2014;19000
21/12/2014;13560
22/12/2014;16310
23/12/2014;22200
24/12/2014;36030
25/12/2014;46710
26/12/2014;38230
27/12/2014;24250
28/12/2014;12110
29/12/2014;23250
30/12/2014;18960
31/12/2014;17490
01/01/2015;10090
02/01/2015;22580
03/01/2015;16460
04/01/2015;14520
05/01/2015;16640
06/01/2015;16890
07/01/2015;11160
08/01/2015;13590
09/01/2015;11240
10/01/2015;18060
11/01/2015;13110
12/01/2015;12070
13/01/2015;12070
14/01/2015;11730
15/01/2015;9900
16/01/2015;9560
17/01/2015;11850
18/01/2015;7900
19/01/2015;23360
20/01/2015;44220
21/01/2015;24210
22/01/2015;25570
23/01/2015;19780
24/01/2015;28560
25/01/2015;16260
26/01/2015;31720
27/01/2015;21150
28/01/2015;19200
29/01/2015;16070
30/01/2015;19640
31/01/2015;16970
01/02/2015;16310
02/02/2015;21380
03/02/2015;17890
04/02/2015;16390
05/02/2015;11960
06/02/2015;13750
07/02/2015;14750
08/02/2015;10260
09/02/2015;11890
10/02/2015;11370
11/02/2015;10630
12/02/2015;13590
13/02/2015;12710
14/02/2015;14770
15/02/2015;14660
16/02/2015;11610
17/02/2015;13930
18/02/2015;11540
19/02/2015;16790
20/02/2015;27150
21/02/2015;21320
22/02/2015;15080
23/02/2015;17010
24/02/2015;28440
25/02/2015;22970
26/02/2015;22390
27/02/2015;17670
28/02/2015;18970
01/03/2015;16500
02/03/2015;20620
03/03/2015;14540
04/03/2015;17500
05/03/2015;16280
06/03/2015;10770
07/03/2015;12540
08/03/2015;10450
09/03/2015;15840
10/03/2015;13360
11/03/2015;14260
12/03/2015;12050
13/03/2015;10590
14/03/2015;14390
15/03/2015;10760
16/03/2015;18910
17/03/2015;19680
18/03/2015;15500
19/03/2015;43360
20/03/2015;23640
21/03/2015;16580
22/03/2015;18460
23/03/2015;40420
24/03/2015;26150
25/03/2015;27220
26/03/2015;22810
27/03/2015;23530
28/03/2015;18390
29/03/2015;12330
30/03/2015;20670
31/03/2015;21800
01/04/2015;17960
02/04/2015;14450
03/04/2015;14750
04/04/2015;15570
05/04/2015;11270
06/04/2015;10820
07/04/2015;12570
08/04/2015;12740
09/04/2015;17400
10/04/2015;14350
11/04/2015;11790
12/04/2015;12360
13/04/2015;10800
14/04/2015;11080
15/04/2015;11620
16/04/2015;30040
17/04/2015;38750
18/04/2015;37470
19/04/2015;9760
20/04/2015;22620
21/04/2015;24140
22/04/2015;25500
23/04/2015;35250
24/04/2015;38770
25/04/2015;19260
26/04/2015;18370
27/04/2015;25130
28/04/2015;20350
29/04/2015;20360
30/04/2015;29280
01/05/2015;22520
02/05/2015;25660
03/05/2015;14380
04/05/2015;17550
05/05/2015;16540
06/05/2015;14820
07/05/2015;14580
08/05/2015;14410
09/05/2015;12010
10/05/2015;11970
11/05/2015;13130
12/05/2015;14240
13/05/2015;11550
14/05/2015;15920
15/05/2015;11840
16/05/2015;14780
17/05/2015;6580
18/05/2015;18370
19/05/2015;41410
20/05/2015;30610
21/05/2015;25570
22/05/2015;27870
23/05/2015;17410
24/05/2015;13840
25/05/2015;34060
26/05/2015;37450
27/05/2015;19030
28/05/2015;22560
29/05/2015;24060
30/05/2015;22230
31/05/2015;18610
01/06/2015;12780
02/06/2015;13350
03/06/2015;14050
04/06/2015;21160
05/06/2015;15240
06/06/2015;15100
07/06/2015;13150
08/06/2015;12890
09/06/2015;9290
10/06/2015;11980
11/06/2015;17120
12/06/2015;12730
13/06/2015;15070
14/06/2015;12190
15/06/2015;14580
16/06/2015;17030
17/06/2015;22040
18/06/2015;15660
19/06/2015;34240
20/06/2015;13510
21/06/2015;24220
22/06/2015;35440
23/06/2015;27400
24/06/2015;27240
25/06/2015;32040
26/06/2015;23020
27/06/2015;21480
28/06/2015;0
29/06/2015;30650
30/06/2015;30260
01/07/2015;24680
02/07/2015;23890
03/07/2015;19890
04/07/2015;22240
05/07/2015;15570
06/07/2015;20080
07/07/2015;19790
08/07/2015;19390
09/07/2015;23980
10/07/2015;28780
11/07/2015;25650
12/07/2015;17240
13/07/2015;29930
14/07/2015;15490
15/07/2015;9660
16/07/2015;31250
17/07/2015;4630
18/07/2015;13430
19/07/2015;24710
20/07/2015;34990
21/07/2015;25100
22/07/2015;27260
23/07/2015;33220
24/07/2015;29460
25/07/2015;40900
26/07/2015;35000
27/07/2015;41160
28/07/2015;35970
29/07/2015;25010
30/07/2015;20970
31/07/2015;32030
01/08/2015;35440
02/08/2015;430
03/08/2015;19090
04/08/2015;24360
05/08/2015;24370
06/08/2015;24900
07/08/2015;28290
08/08/2015;28440
09/08/2015;14910
10/08/2015;23650
11/08/2015;26740
12/08/2015;20130
13/08/2015;28830
14/08/2015;20010
15/08/2015;30820
16/08/2015;17680
17/08/2015;23080
18/08/2015;23200
19/08/2015;39310
20/08/2015;38090
21/08/2015;41230
22/08/2015;32060
23/08/2015;1760
24/08/2015;46740
25/08/2015;47720
26/08/2015;33460
27/08/2015;35740
28/08/2015;29640
29/08/2015;32360
30/08/2015;11720
31/08/2015;32410
01/09/2015;26720
02/09/2015;20730
03/09/2015;21600
04/09/2015;23430
05/09/2015;17610
06/09/2015;13330
07/09/2015;22540
08/09/2015;12890
09/09/2015;14650
10/09/2015;19440
11/09/2015;15120
12/09/2015;16880
13/09/2015;14600
14/09/2015;19590
15/09/2015;13150
16/09/2015;27650
17/09/2015;28210
18/09/2015;55980
19/09/2015;32550
20/09/2015;27410
21/09/2015;62370
22/09/2015;36850
23/09/2015;31640
24/09/2015;5060
25/09/2015;6480
26/09/2015;18030
27/09/2015;15020
28/09/2015;21690
29/09/2015;16140
30/09/2015;18320
01/10/2015;18860
02/10/2015;15000
03/10/2015;15430
04/10/2015;11940
05/10/2015;11940
06/10/2015;14790
07/10/2015;10560
08/10/2015;11000
09/10/2015;11820
10/10/2015;11780
11/10/2015;14570
12/10/2015;10720
13/10/2015;11600
14/10/2015;7370
15/10/2015;11130
16/10/2015;15940
17/10/2015;14920
18/10/2015;11710
19/10/2015;20470
20/10/2015;30960
21/10/2015;30330
22/10/2015;38490
23/10/2015;35010
24/10/2015;30030
25/10/2015;15640
26/10/2015;49710
27/10/2015;25270
28/10/2015;22290
29/10/2015;24340
30/10/2015;25790
31/10/2015;19310
01/11/2015;11060
02/11/2015;17070
03/11/2015;14690
04/11/2015;14170
05/11/2015;10930
06/11/2015;14010
07/11/2015;11640
08/11/2015;12340
09/11/2015;15780
10/11/2015;9490
11/11/2015;9860
12/11/2015;14540
13/11/2015;11440
14/11/2015;11950
15/11/2015;11130
16/11/2015;17380
17/11/2015;18280
18/11/2015;24010
19/11/2015;20580
20/11/2015;39510
21/11/2015;29970
22/11/2015;9210
23/11/2015;32940
24/11/2015;39030
25/11/2015;40040
26/11/2015;28000
27/11/2015;24670
28/11/2015;23010
29/11/2015;12200
30/11/2015;21430
01/12/2015;16630
02/12/2015;16060
03/12/2015;15440
04/12/2015;17050
05/12/2015;15210
06/12/2015;13740
07/12/2015;14610
08/12/2015;11370
09/12/2015;12480
10/12/2015;11080
11/12/2015;12130
12/12/2015;14190
13/12/2015;11190
14/12/2015;8120
15/12/2015;13270
16/12/2015;15580
17/12/2015;22110
18/12/2015;19970
19/12/2015;16010
20/12/2015;11960
21/12/2015;16390
22/12/2015;19570
23/12/2015;27010
24/12/2015;29760
25/12/2015;37650
26/12/2015;28410
27/12/2015;13630
28/12/2015;49650
29/12/2015;36850
30/12/2015;33200
31/12/2015;31900
01/01/2016;18550
02/01/2016;18150
03/01/2016;13900
04/01/2016;19570
05/01/2016;15600
06/01/2016;12410
07/01/2016;15180
08/01/2016;15860
09/01/2016;13890
10/01/2016;9790
11/01/2016;12130
12/01/2016;13360
13/01/2016;9500
14/01/2016;11990
15/01/2016;12470
16/01/2016;14090
17/01/2016;6610
18/01/2016;24710
19/01/2016;37820
20/01/2016;43010
21/01/2016;28040
22/01/2016;19550
23/01/2016;13760
24/01/2016;17200
25/01/2016;44160
26/01/2016;13550
27/01/2016;25150
28/01/2016;20080
29/01/2016;21610
30/01/2016;22180
31/01/2016;15320
01/02/2016;25250
02/02/2016;15680
03/02/2016;13650
04/02/2016;14730
05/02/2016;15980
06/02/2016;17020
07/02/2016;12890
08/02/2016;15130
09/02/2016;10600
10/02/2016;10170
11/02/2016;15920
12/02/2016;14520
13/02/2016;15200
14/02/2016;15080
15/02/2016;10010
16/02/2016;8440
17/02/2016;16420
18/02/2016;32290
19/02/2016;33480
20/02/2016;32130
21/02/2016;16460
22/02/2016;22820
23/02/2016;25970
24/02/2016;42320
25/02/2016;33200
26/02/2016;24940
27/02/2016;29030
28/02/2016;18020
29/02/2016;20100
01/03/2016;15580
02/03/2016;15630
03/03/2016;17480
04/03/2016;12640
05/03/2016;17670
06/03/2016;10430
07/03/2016;15290
08/03/2016;11270
09/03/2016;10740
10/03/2016;11830
11/03/2016;12600
12/03/2016;9810
13/03/2016;9430
14/03/2016;14650
15/03/2016;12210
16/03/2016;20220
17/03/2016;28920
18/03/2016;43070
19/03/2016;30210
20/03/2016;16720
21/03/2016;30460
22/03/2016;20310
23/03/2016;34520
24/03/2016;41120
25/03/2016;31810
26/03/2016;25990
27/03/2016;16890
28/03/2016;35250
29/03/2016;28510
30/03/2016;17320
31/03/2016;29380
01/04/2016;20030
02/04/2016;15870
03/04/2016;18750
04/04/2016;15640
05/04/2016;16420
06/04/2016;10560
07/04/2016;11040
08/04/2016;15340
09/04/2016;12510
10/04/2016;10370
11/04/2016;13850
12/04/2016;10930
13/04/2016;10260
14/04/2016;15320
15/04/2016;18160
16/04/2016;24930
17/04/2016;10920
18/04/2016;37310
19/04/2016;42720
20/04/2016;35210
21/04/2016;25950
22/04/2016;23640
23/04/2016;16520
24/04/2016;14800
25/04/2016;41500
26/04/2016;32560
27/04/2016;18570
28/04/2016;25970
29/04/2016;20830
30/04/2016;23860
01/05/2016;16790
02/05/2016;15770
03/05/2016;15920
04/05/2016;13320
05/05/2016;19200
06/05/2016;16840
07/05/2016;14570
08/05/2016;11860
09/05/2016;13410
10/05/2016;12460
11/05/2016;9840
12/05/2016;11680
13/05/2016;14120
14/05/2016;14640
15/05/2016;14690
16/05/2016;12250
17/05/2016;17680
18/05/2016;37110
19/05/2016;42860
20/05/2016;34390
21/05/2016;23180
22/05/2016;17050
23/05/2016;26520
24/05/2016;33100
25/05/2016;30160
26/05/2016;28680
27/05/2016;20150
28/05/2016;21130
29/05/2016;22970
30/05/2016;21220
31/05/2016;29870
01/06/2016;19310
02/06/2016;19880
03/06/2016;24820
04/06/2016;24050
05/06/2016;20300
06/06/2016;15470
07/06/2016;12950
08/06/2016;12360
09/06/2016;11800
10/06/2016;15750
11/06/2016;17460
12/06/2016;17460
13/06/2016;16290
14/06/2016;12720
15/06/2016;13260
16/06/2016;18120
17/06/2016;47660
18/06/2016;31410
19/06/2016;7130
20/06/2016;41820
21/06/2016;28190
22/06/2016;27730
23/06/2016;33520
24/06/2016;44190
25/06/2016;27670
26/06/2016;22840
27/06/2016;30850
28/06/2016;30800
29/06/2016;19520
30/06/2016;21590
01/07/2016;32740
02/07/2016;29510
03/07/2016;5420
04/07/2016;29740
05/07/2016;24610
06/07/2016;10510
07/07/2016;9030
08/07/2016;18230
09/07/2016;17830
10/07/2016;11860
11/07/2016;17850
12/07/2016;16940
13/07/2016;18060
14/07/2016;17650
15/07/2016;16190
16/07/2016;16260
17/07/2016;16470
18/07/2016;31700
19/07/2016;24620
20/07/2016;32310
21/07/2016;40610
22/07/2016;50420
23/07/2016;36100
24/07/2016;28650
25/07/2016;31600
26/07/2016;52030
27/07/2016;49180
28/07/2016;31690
29/07/2016;30630
30/07/2016;28210
31/07/2016;16470
01/08/2016;21740
02/08/2016;36830
03/08/2016;20260
04/08/2016;25170
05/08/2016;23850
06/08/2016;28670
07/08/2016;19990
08/08/2016;27710
09/08/2016;24330
10/08/2016;24470
11/08/2016;22370
12/08/2016;24410
13/08/2016;17550
14/08/2016;17290
15/08/2016;18340
16/08/2016;17620
17/08/2016;24540
18/08/2016;36410
19/08/2016;48120
20/08/2016;24900
21/08/2016;10
22/08/2016;55590
23/08/2016;36170
24/08/2016;56540
25/08/2016;43360
26/08/2016;44790
27/08/2016;31650
28/08/2016;15220
29/08/2016;34490
30/08/2016;35490
31/08/2016;32830
01/09/2016;25450
02/09/2016;24140
03/09/2016;32010
04/09/2016;18700
05/09/2016;22220
06/09/2016;20860
07/09/2016;25730
08/09/2016;28980
09/09/2016;25310
10/09/2016;30610
11/09/2016;24720
12/09/2016;4810
13/09/2016;12350
14/09/2016;14300
15/09/2016;14530
16/09/2016;37160
17/09/2016;29480
18/09/2016;22260
19/09/2016;34100
20/09/2016;36470
21/09/2016;31020
22/09/2016;28810
23/09/2016;23840
24/09/2016;39040
25/09/2016;19310
26/09/2016;48180
27/09/2016;26460
28/09/2016;23040
29/09/2016;14350
30/09/2016;28840
01/10/2016;27580
02/10/2016;18780
03/10/2016;21420
04/10/2016;24770
05/10/2016;14680
06/10/2016;11920
07/10/2016;17500
08/10/2016;18570
09/10/2016;10900
10/10/2016;14140
11/10/2016;12180
12/10/2016;12990
13/10/2016;12610
14/10/2016;14910
15/10/2016;17420
16/10/2016;13690
17/10/2016;22640
18/10/2016;35350
19/10/2016;37950
20/10/2016;33240
21/10/2016;26520
22/10/2016;22430
23/10/2016;18040
24/10/2016;34400
25/10/2016;42970
26/10/2016;30570
27/10/2016;25060
28/10/2016;23290
29/10/2016;22060
30/10/2016;15630
31/10/2016;32130
01/11/2016;23170
02/11/2016;14560
03/11/2016;18880
04/11/2016;19390
05/11/2016;17470
06/11/2016;11230
07/11/2016;16490
08/11/2016;12190
09/11/2016;12820
10/11/2016;15750
11/11/2016;15970
12/11/2016;17090
13/11/2016;13860
14/11/2016;13390
15/11/2016;10660
16/11/2016;17770
17/11/2016;50190
18/11/2016;40890
19/11/2016;31140
20/11/2016;22190
21/11/2016;34480
22/11/2016;25430
23/11/2016;24610
24/11/2016;44690
25/11/2016;47070
26/11/2016;31660
27/11/2016;12020
28/11/2016;25550
29/11/2016;28580
30/11/2016;29360
01/12/2016;31910
02/12/2016;19260
03/12/2016;17680
04/12/2016;22890
05/12/2016;19110
06/12/2016;12780
07/12/2016;19830
08/12/2016;10710
09/12/2016;15200
10/12/2016;20900
11/12/2016;19580
12/12/2016;18440
13/12/2016;15430
14/12/2016;14500
15/12/2016;17840
16/12/2016;10330
17/12/2016;18750
18/12/2016;8970
19/12/2016;21630
20/12/2016;27130
21/12/2016;54700
22/12/2016;35330
23/12/2016;36890
24/12/2016;36750
25/12/2016;23160
26/12/2016;56200
27/12/2016;30910
28/12/2016;26900
29/12/2016;21740
30/12/2016;29010
31/12/2016;26870
01/01/2017;13040
02/01/2017;19160
03/01/2017;17080
04/01/2017;16230
05/01/2017;18510
06/01/2017;13250
07/01/2017;18940
08/01/2017;10230
09/01/2017;15060
10/01/2017;20060
11/01/2017;12690
12/01/2017;14690
13/01/2017;24870
14/01/2017;17600
15/01/2017;10340
16/01/2017;15570
17/01/2017;23000
18/01/2017;37600
19/01/2017;38360
20/01/2017;29670
21/01/2017;28520
22/01/2017;13240
23/01/2017;40330
24/01/2017;47510
25/01/2017;27120
26/01/2017;28680
27/01/2017;21200
28/01/2017;24590
29/01/2017;15830
30/01/2017;23130
31/01/2017;26640
01/02/2017;21560
02/02/2017;19020
03/02/2017;19790
04/02/2017;19460
05/02/2017;15570
06/02/2017;13910
07/02/2017;13870
08/02/2017;13800
09/02/2017;11970
10/02/2017;11530
11/02/2017;18070
12/02/2017;9970
13/02/2017;13700
14/02/2017;12670
15/02/2017;14180
16/02/2017;27910
17/02/2017;44510
18/02/2017;25160
19/02/2017;19210
20/02/2017;31860
21/02/2017;31460
22/02/2017;27300
23/02/2017;35530
24/02/2017;44500
25/02/2017;30750
26/02/2017;5340
27/02/2017;37490
28/02/2017;30150
01/03/2017;26490
02/03/2017;20490
03/03/2017;25270
04/03/2017;19800
05/03/2017;12870
06/03/2017;16160
07/03/2017;18700
08/03/2017;11410
09/03/2017;10380
10/03/2017;13990
11/03/2017;11710
12/03/2017;12100
13/03/2017;15900
14/03/2017;9010
15/03/2017;9740
16/03/2017;16450
17/03/2017;48050
18/03/2017;27380
19/03/2017;7040
20/03/2017;0
21/03/2017;34460
22/03/2017;30120
23/03/2017;34130
24/03/2017;45810
25/03/2017;30470
26/03/2017;17430
27/03/2017;34730
28/03/2017;26540
29/03/2017;15620
30/03/2017;23330
31/03/2017;36040
01/04/2017;24410
02/04/2017;10330
03/04/2017;20640
04/04/2017;20630
05/04/2017;17430
06/04/2017;18140
07/04/2017;14810
08/04/2017;17510
09/04/2017;13450
10/04/2017;18550
11/04/2017;22750
12/04/2017;15650
13/04/2017;17030
14/04/2017;13670
15/04/2017;17300
16/04/2017;12170
17/04/2017;30640
18/04/2017;74380
19/04/2017;47450
20/04/2017;39340
21/04/2017;27720
22/04/2017;29330
23/04/2017;17950
24/04/2017;43220
25/04/2017;44340
26/04/2017;27450
27/04/2017;30910
28/04/2017;32870
29/04/2017;25820
30/04/2017;22950
01/05/2017;15880
02/05/2017;27810
03/05/2017;24180
04/05/2017;18100
05/05/2017;18620
06/05/2017;17670
07/05/2017;17830
08/05/2017;17990
09/05/2017;13350
10/05/2017;23450
11/05/2017;18700
12/05/2017;14820
13/05/2017;19950
14/05/2017;14790
15/05/2017;15120
16/05/2017;13290
17/05/2017;47830
18/05/2017;59400
19/05/2017;37760
20/05/2017;30250
21/05/2017;25100
22/05/2017;28810
23/05/2017;29170
24/05/2017;47220
25/05/2017;41940
26/05/2017;28540
27/05/2017;31090
28/05/2017;15660
29/05/2017;21300
30/05/2017;22350
31/05/2017;22700
01/06/2017;6960
02/06/2017;18500
03/06/2017;20820
04/06/2017;18460
05/06/2017;18710
06/06/2017;17690
07/06/2017;18510
08/06/2017;25350
09/06/2017;20870
10/06/2017;24570
11/06/2017;20180
12/06/2017;25110
13/06/2017;20480
14/06/2017;19590
15/06/2017;16870
16/06/2017;47950
17/06/2017;38610
18/06/2017;29840
19/06/2017;52910
20/06/2017;43290
21/06/2017;37430
22/06/2017;56750
23/06/2017;52270
24/06/2017;48510
25/06/2017;9460
26/06/2017;13120
27/06/2017;22730
28/06/2017;19510
29/06/2017;31940
30/06/2017;34990
01/07/2017;23240
02/07/2017;17230
03/07/2017;27200
04/07/2017;23520
05/07/2017;23000
06/07/2017;21510
07/07/2017;23200
08/07/2017;22850
09/07/2017;19140
10/07/2017;22560
11/07/2017;18290
12/07/2017;16690
13/07/2017;22950
14/07/2017;18330
15/07/2017;24770
16/07/2017;19750
17/07/2017;42290
18/07/2017;59040
19/07/2017;52500
20/07/2017;46990
21/07/2017;40070
22/07/2017;28790
23/07/2017;26740
24/07/2017;51090
25/07/2017;37050
26/07/2017;44360
27/07/2017;34660
28/07/2017;29260
29/07/2017;33860
30/07/2017;24050
31/07/2017;39300
01/08/2017;28010
02/08/2017;45370
03/08/2017;27110
04/08/2017;27130
05/08/2017;36070
06/08/2017;28310
07/08/2017;25550
08/08/2017;26860
09/08/2017;23810
10/08/2017;23400
11/08/2017;23080
12/08/2017;31790
13/08/2017;14120
14/08/2017;32340
15/08/2017;20500
16/08/2017;26680
17/08/2017;54040
18/08/2017;48950
19/08/2017;36590
20/08/2017;32450
21/08/2017;56230
22/08/2017;49280
23/08/2017;50500
24/08/2017;54700
25/08/2017;44950
26/08/2017;33530
27/08/2017;26500
28/08/2017;49110
29/08/2017;38540
30/08/2017;52410
31/08/2017;39520
01/09/2017;7790
02/09/2017;13340
03/09/2017;19990
04/09/2017;26920
05/09/2017;27960
06/09/2017;25940
07/09/2017;19880
08/09/2017;20890
09/09/2017;16250
10/09/2017;14980
11/09/2017;20070
12/09/2017;16810
13/09/2017;14490
14/09/2017;18580
15/09/2017;37970
16/09/2017;34390
17/09/2017;25760
18/09/2017;41220
19/09/2017;43330
20/09/2017;34130
21/09/2017;24530
22/09/2017;26010
23/09/2017;22830
24/09/2017;14650
25/09/2017;47480
26/09/2017;50790
27/09/2017;26640
28/09/2017;35640
29/09/2017;28840
30/09/2017;24600
01/10/2017;19340
02/10/2017;22100
03/10/2017;23370
04/10/2017;18700
05/10/2017;18270
06/10/2017;17410
07/10/2017;20040
08/10/2017;22350
09/10/2017;17540
10/10/2017;19600
11/10/2017;13350
12/10/2017;12490
13/10/2017;13730
14/10/2017;22750
15/10/2017;13150
16/10/2017;14700
17/10/2017;18430
18/10/2017;7640
19/10/2017;46200
20/10/2017;41080
21/10/2017;28040
22/10/2017;15180
23/10/2017;29980
24/10/2017;47330
25/10/2017;34270
26/10/2017;33540
27/10/2017;24200
28/10/2017;30780
29/10/2017;18100
